ID,French1,British1,Portuguese1,Spanish1,Russian1,Austrian1,Prussian1,Commander1,LineInfantry1,LightInfantry1,GrenadierInfantry1,YoungGuard1,OldGuardInfantry1,MilitiaInfantry1,FootArtillery1,GuardFootArtillery1,HorseArtillery1,GuardHorseArtillery1,LightCavalry1,LightLancerCavalry1,GuardLightCavalry1,HeavyCavalry1,HeavyCuirassierCavalry1,GuardHeavyCavalry1,RifleLightInfantry1,GuardGrenadierInfantry1,RocketBattery1,GuardLightInfantry1,MilitiaLancerCavalry1,CossackCavalry1,GrenzerInfantry1,ReserveInfantry1,FieldWorks1,Castles1,VictoryPointsOnSide1,VictoryPointsToWin1,French2,British2,Portuguese2,Spanish2,Russian2,Austrian2,Prussian2,Commander2,LineInfantry2,LightInfantry2,GrenadierInfantry2,YoungGuard2,OldGuardInfantry2,MilitiaInfantry2,FootArtillery2,GuardFootArtillery2,HorseArtillery2,GuardHorseArtillery2,LightCavalry2,LightLancerCavalry2,GuardLightCavalry2,HeavyCavalry2,HeavyCuirassierCavalry2,GuardHeavyCavalry2,RifleLightInfantry2,GuardGrenadierInfantry2,RocketBattery2,GuardLightInfantry2,MilitiaLancerCavalry2,CossackCavalry2,GrenzerInfantry2,ReserveInfantry2,FieldWorks2,Castles2,VictoryPointsOnSide2,VictoryPointsToWin2,CommandCards1,CommandCards2,TacticianCards1,TacticianCards2,MoveFirst1,MoveFirst2,1Won,GuerrillaRule1,GuerrillaRule2,GuerrillaCounter1,GuerrillaCounter2,MotherRussiaRule1,MotherRussiaRule2,MotherRussiaNoSaber1,MotherRussiaNoSaber2,MotherRussiaNoCavalry1,MotherRussiaNoCavalry2,IronWillCounter1,IronWillCounter2
2492,0,0,0,1,0,0,0,3,9,1,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,2,7,3,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,2,6,0,1,0.22,1,0,1,0,0,0,0,0,0,0,0,0
3361,0,0,0,0,0,1,0,2,6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,3,8,2,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,2,5,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
3362,0,0,0,0,0,1,0,3,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,4,10,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,3,5,0,1,0.44,0,0,0,0,0,0,0,0,0,0,0,0
3889,0,0,0,0,1,0,0,2,4,5,2,0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,10,1,0,0,0,0,0,0,3,9,5,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,4,4,0,1,0.36,0,0,0,0,1,0,1,0,1,0,0,0
4644,0,0,0,0,0,0,1,3,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,5,1,0,0,0,0,0,0,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,4,0,1,0.72,0,0,0,0,0,0,0,0,0,0,0,0
4933,0,0,0,0,0,0,1,3,6,1,0,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,2,9,1,0,0,0,0,0,0,4,4,2,0,1,3,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,5,6,0,1,0.37,0,0,0,0,0,0,0,0,0,0,0,0
5014,0,0,0,0,0,0,1,5,2,2,2,0,0,4,3,0,1,0,2,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,10,1,0,0,0,0,0,0,4,7,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,5,5,5,4,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,1,0,4,8,2,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,4,6,1,0,1,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,3,3,1,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0
487,0,0,0,0,0,1,0,2,1,2,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,4,7,3,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,3,3,0,1,0.62,0,0,0,0,0,0,0,0,0,0,0,0
646,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,4,0,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0
2465,0,0,0,0,1,0,0,2,5,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,0,1,0.24,0,0,0,0,1,0,0,0,0,0,0,0
4406,0,0,0,0,0,0,1,4,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,6,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,2,1,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0
6961,0,0,0,1,0,0,0,3,9,1,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,2,7,3,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,2,6,0,1,0.22,1,0,1,0,0,0,0,0,0,0,0,0
8546,0,0,0,0,0,1,0,3,10,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,8,1,0,0,0,0,0,0,4,9,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,3,5,0,1,0.62,0,0,0,0,0,0,0,0,0,0,0,0
9085,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,5,1,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,2,2,0,1,0.48,0,0,0,0,0,0,0,0,0,0,0,0
11266,0,0,0,0,1,0,0,4,5,3,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,5,6,3,0,0,1,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,10,5,5,3,3,1,0,0.48,0,0,0,0,1,0,1,0,0,0,0,0
11433,0,0,0,0,1,0,0,3,5,4,2,0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,4,7,2,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,3,3,1,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0
12016,0,0,0,0,0,0,1,5,5,1,2,0,0,2,2,0,1,0,1,1,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,8,1,0,0,0,0,0,0,3,5,2,0,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,5,4,5,4,1,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0
12163,0,0,0,0,0,0,1,3,3,3,1,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,9,1,0,0,0,0,0,0,4,5,4,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,5,4,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
