ID,French1,British1,Portuguese1,Spanish1,Russian1,Austrian1,Prussian1,Commander1,LineInfantry1,LightInfantry1,GrenadierInfantry1,YoungGuard1,OldGuardInfantry1,MilitiaInfantry1,FootArtillery1,GuardFootArtillery1,HorseArtillery1,GuardHorseArtillery1,LightCavalry1,LightLancerCavalry1,GuardLightCavalry1,HeavyCavalry1,HeavyCuirassierCavalry1,GuardHeavyCavalry1,RifleLightInfantry1,GuardGrenadierInfantry1,RocketBattery1,GuardLightInfantry1,MilitiaLancerCavalry1,CossackCavalry1,GrenzerInfantry1,ReserveInfantry1,FieldWorks1,Castles1,VictoryPointsOnSide1,VictoryPointsToWin1,French2,British2,Portuguese2,Spanish2,Russian2,Austrian2,Prussian2,Commander2,LineInfantry2,LightInfantry2,GrenadierInfantry2,YoungGuard2,OldGuardInfantry2,MilitiaInfantry2,FootArtillery2,GuardFootArtillery2,HorseArtillery2,GuardHorseArtillery2,LightCavalry2,LightLancerCavalry2,GuardLightCavalry2,HeavyCavalry2,HeavyCuirassierCavalry2,GuardHeavyCavalry2,RifleLightInfantry2,GuardGrenadierInfantry2,RocketBattery2,GuardLightInfantry2,MilitiaLancerCavalry2,CossackCavalry2,GrenzerInfantry2,ReserveInfantry2,FieldWorks2,Castles2,VictoryPointsOnSide2,VictoryPointsToWin2,CommandCards1,CommandCards2,TacticianCards1,TacticianCards2,MoveFirst1,MoveFirst2,1Won,GuerrillaRule1,GuerrillaRule2,GuerrillaCounter1,GuerrillaCounter2,MotherRussiaRule1,MotherRussiaRule2,MotherRussiaNoSaber1,MotherRussiaNoSaber2,MotherRussiaNoCavalry1,MotherRussiaNoCavalry2,IronWillCounter1,IronWillCounter2
59,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,4,0,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,4,0,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,4,0,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,4,0,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,4,0,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,4,0,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,4,0,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,4,0,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,4,0,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,4,0,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,4,0,1,0.58,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,1,0,4,8,2,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,4,6,1,0,1,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,3,3,1,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,1,0,4,8,2,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,4,6,1,0,1,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,3,3,1,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0
96,1,0,0,0,0,0,0,4,6,1,0,1,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,4,8,2,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,5,3,3,0,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0
105,1,0,0,0,0,0,0,4,6,1,0,1,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,4,8,2,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,5,3,3,0,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0
106,1,0,0,0,0,0,0,4,6,1,0,1,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,4,8,2,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,5,3,3,0,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,1,0,0,0,4,8,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,5,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,8,5,4,4,2,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,1,0,4,8,2,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,4,6,1,0,1,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,3,3,1,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0
97,1,0,0,0,0,0,0,4,6,1,0,1,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,4,8,2,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,5,3,3,0,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0
631,1,0,0,0,0,0,0,4,7,3,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,1,2,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,5,3,3,1,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0
641,1,0,0,0,0,0,0,4,7,3,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,1,2,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,5,3,3,1,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0
651,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,4,0,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0
661,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,4,0,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0
671,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,4,0,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0
681,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,4,0,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0
691,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,4,0,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0
701,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,4,0,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0
711,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,4,0,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0
721,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,4,0,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0
731,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,4,0,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0
741,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,2,1,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0
751,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,2,1,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0
761,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,2,1,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0
771,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,2,1,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0
781,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,2,1,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0
791,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,2,1,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0
801,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,2,1,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0
811,1,0,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,7,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,2,1,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0
1002,0,0,0,0,0,1,0,3,5,0,2,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,6,3,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,3,4,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
1027,0,0,0,0,0,1,0,3,5,0,2,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,6,3,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,3,4,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
1033,0,0,0,0,0,1,0,3,5,0,2,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,4,6,3,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,3,4,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
